Repo,CommitHash,TimeStamp,Language,Files,Lines,Code,Comments,Blanks
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,JavaScript,2,587,494,35,58
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,JSON,3,10,10,0,0
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,Markdown,36,2271,2271,0,0
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,Notebook,30,60852,60852,0,0
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,Python,202,27677,21612,1373,4692
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,Shell,6,63,35,16,12
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,SQL,3,310,195,57,58
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,SVG,4,1704,1692,3,9
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,Plain Text,19,84867,84867,0,0
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,YAML,21,739,670,65,4
ThunderWeasel,667e59bee00e4134769cc7048d922b752baf8148,1530225547,Total,359,187164,179041,1694,6429
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Autoconf,1,5,5,0,0
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,BASH,11,151,77,31,43
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Dockerfile,5,185,132,29,24
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,HTML,16,7743,6129,85,1529
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,JavaScript,2,587,494,35,58
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,JSON,3,10,10,0,0
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Markdown,36,2271,2271,0,0
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Notebook,30,60852,60852,0,0
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Python,202,27677,21612,1373,4692
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Shell,6,63,35,16,12
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,SQL,3,310,195,57,58
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,SVG,4,1704,1692,3,9
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Plain Text,19,84867,84867,0,0
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,YAML,21,739,670,65,4
ThunderWeasel,a38695b3bd10bb0baee129352ee2a10d5dbb782e,1530225261,Total,359,187164,179041,1694,6429
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Autoconf,1,5,5,0,0
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,BASH,11,151,77,31,43
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Dockerfile,5,185,132,29,24
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,HTML,16,7743,6129,85,1529
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,JavaScript,2,587,494,35,58
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,JSON,3,10,10,0,0
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Markdown,36,2271,2271,0,0
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Notebook,30,60852,60852,0,0
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Python,202,27675,21610,1373,4692
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Shell,6,63,35,16,12
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,SQL,3,310,195,57,58
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,SVG,4,1704,1692,3,9
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Plain Text,19,84867,84867,0,0
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,YAML,21,739,670,65,4
ThunderWeasel,874daf2a946227f1dba2af1f62d766b7746afa48,1530225203,Total,359,187162,179039,1694,6429
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Autoconf,1,5,5,0,0
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,BASH,11,151,77,31,43
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Dockerfile,5,185,132,29,24
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,HTML,16,7743,6129,85,1529
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,JavaScript,2,587,494,35,58
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,JSON,3,10,10,0,0
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Markdown,35,2188,2188,0,0
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Notebook,30,60852,60852,0,0
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Python,202,27675,21610,1373,4692
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Shell,6,63,35,16,12
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,SQL,3,310,195,57,58
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,SVG,4,1704,1692,3,9
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Plain Text,19,84867,84867,0,0
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,YAML,13,392,392,0,0
ThunderWeasel,4af11b755647756f315ef1bd4734f5e6d21789a1,1530223847,Total,350,186732,178678,1629,6425
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Autoconf,1,5,5,0,0
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,BASH,11,151,77,31,43
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Dockerfile,5,185,132,29,24
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,HTML,16,7743,6129,85,1529
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,JavaScript,2,587,494,35,58
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,JSON,3,10,10,0,0
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Markdown,35,2188,2188,0,0
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Notebook,30,60852,60852,0,0
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Python,202,27673,21609,1373,4691
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Shell,6,63,35,16,12
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,SQL,3,310,195,57,58
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,SVG,4,1704,1692,3,9
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Plain Text,19,84867,84867,0,0
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,YAML,13,392,392,0,0
ThunderWeasel,424e09726d6873ddd2533dd2c6e6ecb115e81545,1530223784,Total,350,186730,178677,1629,6424
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Autoconf,1,5,5,0,0
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,BASH,11,151,77,31,43
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Dockerfile,5,185,132,29,24
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,HTML,16,7743,6129,85,1529
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,JavaScript,2,582,489,35,58
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,JSON,3,10,10,0,0
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Markdown,35,2188,2188,0,0
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Notebook,30,60852,60852,0,0
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Python,202,27673,21609,1373,4691
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Shell,6,63,35,16,12
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,SQL,3,310,195,57,58
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,SVG,4,1704,1692,3,9
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Plain Text,19,84867,84867,0,0
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,YAML,13,392,392,0,0
ThunderWeasel,0b64fb4112254751006d14018059f85bcede1531,1530223764,Total,350,186725,178672,1629,6424
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Autoconf,1,5,5,0,0
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,BASH,11,151,77,31,43
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Dockerfile,5,182,128,30,24
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,HTML,16,7743,6129,85,1529
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,JavaScript,2,582,489,35,58
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,JSON,3,10,10,0,0
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Markdown,35,2188,2188,0,0
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Notebook,30,60852,60852,0,0
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Python,202,27667,21602,1373,4692
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Shell,6,63,35,16,12
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,SQL,3,310,195,57,58
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,SVG,4,1704,1692,3,9
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Plain Text,19,85902,85902,0,0
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,YAML,13,392,392,0,0
ThunderWeasel,4cef20e04dc5334b3e2d37fc300360320a207f37,1530218649,Total,350,187751,179696,1630,6425
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Autoconf,1,5,5,0,0
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,BASH,11,151,77,31,43
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Dockerfile,5,182,128,30,24
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,HTML,16,7743,6129,85,1529
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,JavaScript,2,582,489,35,58
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,JSON,3,10,10,0,0
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Markdown,35,2188,2188,0,0
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Notebook,30,60852,60852,0,0
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Python,202,27656,21593,1373,4690
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Shell,6,63,35,16,12
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,SQL,3,310,195,57,58
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,SVG,4,1704,1692,3,9
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Plain Text,19,85896,85896,0,0
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,YAML,13,392,392,0,0
ThunderWeasel,ebbe5fc0394d113aac052e8191bc0a3b3386672f,1530200001,Total,350,187734,179681,1630,6423
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Autoconf,1,5,5,0,0
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,BASH,11,151,77,31,43
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Dockerfile,5,182,128,30,24
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,HTML,16,7743,6129,85,1529
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,JavaScript,2,582,489,35,58
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,JSON,3,10,10,0,0
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Markdown,35,2188,2188,0,0
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Notebook,30,60852,60852,0,0
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Python,202,27655,21592,1373,4690
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Shell,6,63,35,16,12
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,SQL,3,310,195,57,58
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,SVG,4,1704,1692,3,9
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Plain Text,19,85896,85896,0,0
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,YAML,13,392,392,0,0
ThunderWeasel,39c2657bbf8f7e612114f4f3dc080bbe8a202996,1530157940,Total,350,187733,179680,1630,6423
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Autoconf,1,5,5,0,0
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,BASH,11,151,77,31,43
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Dockerfile,5,182,128,30,24
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,HTML,16,7743,6129,85,1529
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,JavaScript,2,582,489,35,58
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,JSON,3,10,10,0,0
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Markdown,35,2188,2188,0,0
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Notebook,30,60852,60852,0,0
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Python,202,27655,21592,1373,4690
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Shell,6,63,35,16,12
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,SQL,2,265,176,48,41
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,SVG,4,1704,1692,3,9
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Plain Text,19,85896,85896,0,0
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,YAML,13,392,392,0,0
ThunderWeasel,9d20711f7cd307686fc8152a4edd023fd4d161f8,1530154061,Total,349,187688,179661,1621,6406
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Autoconf,1,5,5,0,0
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,BASH,11,151,77,31,43
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Dockerfile,5,182,128,30,24
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,HTML,16,7743,6129,85,1529
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,JavaScript,2,582,489,35,58
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,JSON,3,10,10,0,0
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Markdown,35,2188,2188,0,0
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Notebook,30,60852,60852,0,0
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Python,202,27655,21592,1373,4690
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Shell,6,63,35,16,12
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,SQL,2,265,176,48,41
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,SVG,4,1704,1692,3,9
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Plain Text,19,85896,85896,0,0
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,YAML,13,392,392,0,0
ThunderWeasel,e0bda46fd20c41858c675c20108d23187d8c7f0a,1530154018,Total,349,187688,179661,1621,6406
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Autoconf,1,5,5,0,0
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,BASH,11,151,77,31,43
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Dockerfile,5,182,128,30,24
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,HTML,16,7743,6129,85,1529
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,JavaScript,2,582,489,35,58
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,JSON,3,10,10,0,0
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Markdown,34,2135,2135,0,0
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Notebook,30,60852,60852,0,0
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Python,201,27538,21511,1351,4676
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Shell,5,58,32,15,11
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,SQL,2,265,176,48,41
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,SVG,4,1704,1692,3,9
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Plain Text,19,84846,84846,0,0
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,YAML,13,392,392,0,0
ThunderWeasel,8091e9c31d0f2fea3acd8d1037e5f788adb8f9aa,1530146759,Total,346,186463,178474,1598,6391
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Autoconf,1,5,5,0,0
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,BASH,11,151,77,31,43
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Dockerfile,5,182,128,30,24
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,HTML,16,7743,6129,85,1529
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,JavaScript,2,582,489,35,58
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,JSON,3,10,10,0,0
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Markdown,34,2135,2135,0,0
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Notebook,30,60852,60852,0,0
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Python,201,27680,21634,1357,4689
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Shell,5,58,32,15,11
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,SQL,2,265,176,48,41
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,SVG,4,1704,1692,3,9
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Plain Text,19,84834,84834,0,0
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,YAML,13,392,392,0,0
ThunderWeasel,03fe3579f0f6a492ecec4a33904a7a44ef3b68bf,1530136541,Total,346,186593,178585,1604,6404
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Autoconf,1,5,5,0,0
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,BASH,11,151,77,31,43
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Dockerfile,5,182,128,30,24
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,HTML,16,7743,6129,85,1529
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,JavaScript,2,582,489,35,58
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,JSON,3,10,10,0,0
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Markdown,34,2135,2135,0,0
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Notebook,30,60852,60852,0,0
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Python,201,27583,21548,1356,4679
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Shell,5,58,32,15,11
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,SQL,2,265,176,48,41
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,SVG,4,1704,1692,3,9
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Plain Text,19,84846,84846,0,0
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,YAML,12,353,353,0,0
ThunderWeasel,cebff6d1eaf189fc24e4dd67cd4131349a51ffb7,1530130643,Total,345,186469,178472,1603,6394
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Autoconf,1,5,5,0,0
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,BASH,11,151,77,31,43
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Dockerfile,5,182,128,30,24
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,HTML,16,7743,6129,85,1529
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,JavaScript,2,582,489,35,58
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,JSON,3,10,10,0,0
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Markdown,34,2135,2135,0,0
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Notebook,29,60523,60523,0,0
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Python,200,27191,21232,1336,4623
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Shell,5,58,32,15,11
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,SQL,2,265,176,48,41
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,SVG,4,1704,1692,3,9
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Plain Text,19,84901,84901,0,0
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,YAML,12,353,353,0,0
ThunderWeasel,2a1a3fda5f8afb5697b66fa1ea56275c119c9a57,1530127899,Total,343,185803,177882,1583,6338
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Autoconf,1,5,5,0,0
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,BASH,11,151,77,31,43
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Dockerfile,5,182,128,30,24
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,HTML,16,7743,6129,85,1529
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,JavaScript,2,582,489,35,58
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,JSON,3,10,10,0,0
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Markdown,34,2135,2135,0,0
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Notebook,29,60523,60523,0,0
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Python,200,27183,21226,1336,4621
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Shell,5,58,32,15,11
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,SQL,2,265,176,48,41
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,SVG,4,1704,1692,3,9
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Plain Text,19,84901,84901,0,0
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,YAML,12,353,353,0,0
ThunderWeasel,cceca9fbcd0641a1cfd2fbf665fe0d7605b6795f,1530116700,Total,343,185795,177876,1583,6336
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,Autoconf,1,5,5,0,0
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,BASH,11,151,77,31,43
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,Dockerfile,5,182,128,30,24
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,HTML,16,7743,6129,85,1529
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,JavaScript,2,582,489,35,58
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,JSON,3,10,10,0,0
ThunderWeasel,b3d8222e04b145fffef8dabf385877c7a73e8b1a,1530113497,Markdown,34,2135,2135,0,0
