Repo,CommitHash,TimeStamp,Language,Files,Lines,Code,Comments,Blanks
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Autoconf,1,5,5,0,0
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,BASH,11,198,109,39,50
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Dockerfile,8,253,171,42,40
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,HTML,16,7743,6129,85,1529
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,JavaScript,2,701,588,45,68
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,JSON,3,10,10,0,0
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Makefile,1,20,10,6,4
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Markdown,45,3351,3351,0,0
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Notebook,41,65531,65531,0,0
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Python,236,35233,27522,1777,5934
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,ReStructuredText,3,51,51,0,0
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Shell,7,93,57,19,17
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,SQL,3,359,226,67,66
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,SVG,4,1704,1692,3,9
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Plain Text,35,103827,103827,0,0
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,YAML,22,1669,1385,253,31
ThunderWeasel,e36aed512dce9fdffdeacdafa91bc477e99faf89,1537300810,Total,438,220748,210664,2336,7748
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Autoconf,1,5,5,0,0
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,BASH,11,198,109,39,50
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Dockerfile,8,253,171,42,40
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,HTML,16,7743,6129,85,1529
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,JavaScript,2,701,588,45,68
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,JSON,3,10,10,0,0
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Makefile,1,20,10,6,4
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Markdown,45,3351,3351,0,0
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Notebook,41,65531,65531,0,0
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Python,236,35202,27494,1774,5934
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,ReStructuredText,3,51,51,0,0
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Shell,7,93,57,19,17
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,SQL,3,359,226,67,66
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,SVG,4,1704,1692,3,9
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Plain Text,35,103827,103827,0,0
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,YAML,22,1669,1385,253,31
ThunderWeasel,68850d164ee373f872f3a8e6a53088d3a56d87c8,1537290851,Total,438,220717,210636,2333,7748
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Autoconf,1,5,5,0,0
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,BASH,11,198,109,39,50
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Dockerfile,8,253,171,42,40
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,HTML,16,7743,6129,85,1529
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,JavaScript,2,701,588,45,68
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,JSON,3,10,10,0,0
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Makefile,1,20,10,6,4
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Markdown,45,3351,3351,0,0
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Notebook,41,65531,65531,0,0
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Python,236,34853,27183,1773,5897
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,ReStructuredText,3,47,47,0,0
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Shell,7,93,57,19,17
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,SQL,3,359,226,67,66
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,SVG,4,1704,1692,3,9
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Plain Text,35,103744,103744,0,0
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,YAML,22,1669,1385,253,31
ThunderWeasel,8452308eb1839e8a42457ab3212ac5f961e9da77,1537286927,Total,438,220281,210238,2332,7711
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Autoconf,1,5,5,0,0
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,BASH,11,198,109,39,50
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Dockerfile,8,253,171,42,40
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,HTML,16,7743,6129,85,1529
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,JavaScript,2,701,588,45,68
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,JSON,3,10,10,0,0
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Makefile,1,20,10,6,4
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Markdown,45,3351,3351,0,0
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Notebook,41,65531,65531,0,0
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Python,236,34689,27043,1766,5880
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,ReStructuredText,3,47,47,0,0
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Shell,7,93,57,19,17
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,SQL,3,359,226,67,66
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,SVG,4,1704,1692,3,9
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Plain Text,35,103736,103736,0,0
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,YAML,22,1669,1385,253,31
ThunderWeasel,360a47d7aaa6b5411c9a1b37747187481c4419fa,1537283653,Total,438,220109,210090,2325,7694
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Autoconf,1,5,5,0,0
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,BASH,11,198,109,39,50
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Dockerfile,8,253,171,42,40
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,HTML,16,7743,6129,85,1529
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,JavaScript,2,701,588,45,68
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,JSON,3,10,10,0,0
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Makefile,1,20,10,6,4
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Markdown,45,3351,3351,0,0
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Notebook,41,65531,65531,0,0
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Python,236,34759,27102,1765,5892
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,ReStructuredText,3,47,47,0,0
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Shell,7,93,57,19,17
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,SQL,3,359,226,67,66
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,SVG,4,1704,1692,3,9
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Plain Text,35,103718,103718,0,0
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,YAML,22,1669,1385,253,31
ThunderWeasel,6e05fc8c7435c9d77c10a0c2d5b7cd7792db3901,1537282711,Total,438,220161,210131,2324,7706
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Autoconf,1,5,5,0,0
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,BASH,11,198,109,39,50
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Dockerfile,8,253,171,42,40
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,HTML,16,7743,6129,85,1529
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,JavaScript,2,701,588,45,68
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,JSON,3,10,10,0,0
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Makefile,1,20,10,6,4
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Markdown,45,3351,3351,0,0
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Notebook,41,65531,65531,0,0
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Python,236,34752,27097,1763,5892
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,ReStructuredText,3,47,47,0,0
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Shell,7,93,57,19,17
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,SQL,3,359,226,67,66
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,SVG,4,1704,1692,3,9
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Plain Text,35,103718,103718,0,0
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,YAML,22,1669,1385,253,31
ThunderWeasel,81d89f8836b8ba4e25213a99985663065aefa6d0,1537215207,Total,438,220154,210126,2322,7706
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Autoconf,1,5,5,0,0
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,BASH,11,198,109,39,50
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Dockerfile,8,253,171,42,40
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,HTML,16,7743,6129,85,1529
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,JavaScript,2,701,588,45,68
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,JSON,3,10,10,0,0
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Makefile,1,20,10,6,4
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Markdown,45,3351,3351,0,0
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Notebook,41,65531,65531,0,0
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Python,236,34752,27097,1763,5892
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,ReStructuredText,3,47,47,0,0
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Shell,7,93,57,19,17
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,SQL,3,359,226,67,66
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,SVG,4,1704,1692,3,9
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Plain Text,35,103753,103753,0,0
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,YAML,22,1669,1385,253,31
ThunderWeasel,e41a222bb5fbf36ef18b10aa2f95810bcbf6aafd,1537208893,Total,438,220189,210161,2322,7706
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Autoconf,1,5,5,0,0
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,BASH,11,198,109,39,50
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Dockerfile,8,253,171,42,40
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,HTML,16,7743,6129,85,1529
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,JavaScript,2,701,588,45,68
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,JSON,3,10,10,0,0
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Makefile,1,20,10,6,4
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Markdown,45,3351,3351,0,0
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Notebook,41,65531,65531,0,0
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Python,236,34752,27097,1763,5892
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,ReStructuredText,3,47,47,0,0
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Shell,7,93,57,19,17
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,SQL,3,359,226,67,66
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,SVG,4,1704,1692,3,9
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Plain Text,35,103752,103752,0,0
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,YAML,22,1669,1385,253,31
ThunderWeasel,172a1dcb9497c0c4cb839df55e844fd2497f8275,1537195042,Total,438,220188,210160,2322,7706
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Autoconf,1,5,5,0,0
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,BASH,11,198,109,39,50
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Dockerfile,8,253,171,42,40
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,HTML,16,7743,6129,85,1529
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,JavaScript,2,701,588,45,68
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,JSON,3,10,10,0,0
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Markdown,44,3193,3193,0,0
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Notebook,41,65531,65531,0,0
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Python,234,34586,27055,1679,5852
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Shell,7,93,57,19,17
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,SQL,3,359,226,67,66
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,SVG,4,1704,1692,3,9
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Plain Text,35,103751,103751,0,0
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,YAML,22,1669,1385,253,31
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,Total,431,219796,209902,2232,7662
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Autoconf,1,5,5,0,0
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,BASH,11,198,109,39,50
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Dockerfile,8,253,171,42,40
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,HTML,16,7743,6129,85,1529
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,JavaScript,2,701,588,45,68
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,JSON,3,10,10,0,0
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Markdown,44,3193,3193,0,0
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Notebook,41,66547,66547,0,0
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Python,234,34586,27055,1679,5852
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Shell,7,93,57,19,17
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,SQL,3,359,226,67,66
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,SVG,4,1704,1692,3,9
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Plain Text,35,103751,103751,0,0
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,YAML,22,1669,1385,253,31
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,Total,431,220812,210918,2232,7662
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Autoconf,1,5,5,0,0
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,BASH,11,198,109,39,50
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Dockerfile,8,253,171,42,40
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,HTML,16,7743,6129,85,1529
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,JavaScript,2,701,588,45,68
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,JSON,3,10,10,0,0
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Markdown,44,3193,3193,0,0
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Notebook,41,66554,66554,0,0
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Python,233,34416,26927,1668,5821
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Shell,7,93,57,19,17
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,SQL,3,359,226,67,66
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,SVG,4,1704,1692,3,9
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Plain Text,34,103580,103580,0,0
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,YAML,22,1669,1385,253,31
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,Total,429,220478,210626,2221,7631
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Autoconf,1,5,5,0,0
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,BASH,11,198,109,39,50
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Dockerfile,8,253,171,42,40
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,HTML,16,7743,6129,85,1529
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,JavaScript,2,701,588,45,68
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,JSON,3,10,10,0,0
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Markdown,44,3193,3193,0,0
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Notebook,41,66554,66554,0,0
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Python,233,34411,26922,1668,5821
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Shell,7,93,57,19,17
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,SQL,3,359,226,67,66
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,SVG,4,1704,1692,3,9
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Plain Text,34,103580,103580,0,0
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,YAML,22,1669,1385,253,31
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,Total,429,220473,210621,2221,7631
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Autoconf,1,5,5,0,0
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,BASH,11,198,109,39,50
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Dockerfile,8,253,171,42,40
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,HTML,16,7743,6129,85,1529
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,JavaScript,2,701,588,45,68
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,JSON,3,10,10,0,0
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Markdown,44,3193,3193,0,0
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Notebook,41,66554,66554,0,0
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Python,233,34357,26872,1666,5819
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Shell,7,93,57,19,17
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,SQL,3,359,226,67,66
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,SVG,4,1704,1692,3,9
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Plain Text,34,103580,103580,0,0
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,YAML,22,1669,1385,253,31
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,Total,429,220419,210571,2219,7629
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Autoconf,1,5,5,0,0
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,BASH,11,198,109,39,50
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Dockerfile,8,253,171,42,40
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,HTML,16,7743,6129,85,1529
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,JavaScript,2,701,588,45,68
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,JSON,3,10,10,0,0
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Markdown,44,3193,3193,0,0
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Notebook,41,66822,66822,0,0
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Python,233,34337,26858,1665,5814
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Shell,7,93,57,19,17
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,SQL,3,359,226,67,66
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,SVG,4,1704,1692,3,9
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Plain Text,34,103580,103580,0,0
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,YAML,22,1669,1385,253,31
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,Total,429,220667,210825,2218,7624
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Autoconf,1,5,5,0,0
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,BASH,11,198,109,39,50
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Dockerfile,8,253,171,42,40
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,HTML,16,7743,6129,85,1529
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,JavaScript,2,701,588,45,68
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,JSON,3,10,10,0,0
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Markdown,44,3193,3193,0,0
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Notebook,41,66785,66785,0,0
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Python,233,34337,26858,1665,5814
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Shell,7,93,57,19,17
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,SQL,3,359,226,67,66
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,SVG,4,1704,1692,3,9
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Plain Text,34,103580,103580,0,0
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,YAML,22,1669,1385,253,31
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,Total,429,220630,210788,2218,7624
ThunderWeasel,3c87a350c74bdce749381fd9dfa65e5d9790df28,1536765676,Autoconf,1,5,5,0,0
