Repo,CommitHash,TimeStamp,Author,Language,Files,Lines,Code,Comments,Blanks,Revision Comment
ThunderWeasel,4075f99959c9c897c2b9c863783a969d23dfb7b9,1533659731,John Nash,Total,0,36,36,0,0,fixing bugs
ThunderWeasel,85180bc7b598373ae9f0fb2f2e12a140b44a579b,1533654762,René Descartes,Shell,1,17,13,3,1,Added script that opens ui tabs from urls that come into stdin
ThunderWeasel,85180bc7b598373ae9f0fb2f2e12a140b44a579b,1533654762,René Descartes,Total,1,17,13,3,1,Added script that opens ui tabs from urls that come into stdin
ThunderWeasel,2dc797573822169ef040c87e610c7068a2d438ac,1533590915,Leonhard Euler,Plain Text,0,-14,-14,0,0,renaming (poorly named) variable for clarity
ThunderWeasel,2dc797573822169ef040c87e610c7068a2d438ac,1533590915,Leonhard Euler,Total,0,-14,-14,0,0,renaming (poorly named) variable for clarity
ThunderWeasel,9f9f0179e2829b99b70d7c99edd445e5fa7d585d,1533590879,John Nash,Notebook,0,-7,-7,0,0,working!
ThunderWeasel,9f9f0179e2829b99b70d7c99edd445e5fa7d585d,1533590879,John Nash,Total,0,-7,-7,0,0,working!
ThunderWeasel,6eb67db62cdc7d6ce3072c5793c1145b847d22d8,1533589545,Leonhard Euler,Python,0,3,3,0,0,running integration tests; marking 3 'dead' features not appearing in integration data
ThunderWeasel,6eb67db62cdc7d6ce3072c5793c1145b847d22d8,1533589545,Leonhard Euler,Plain Text,0,2,2,0,0,running integration tests; marking 3 'dead' features not appearing in integration data
ThunderWeasel,6eb67db62cdc7d6ce3072c5793c1145b847d22d8,1533589545,Leonhard Euler,Total,0,5,5,0,0,running integration tests; marking 3 'dead' features not appearing in integration data
ThunderWeasel,fc7cb7e66adc176a3b359553bcebc9535bb780f0,1533589408,John Nash,Notebook,0,-41,-41,0,0,cleaning up notebook
ThunderWeasel,fc7cb7e66adc176a3b359553bcebc9535bb780f0,1533589408,John Nash,Total,0,-41,-41,0,0,cleaning up notebook
ThunderWeasel,265392ead26787d4f057b44c478af755445a1da3,1533589156,Leonhard Euler,Python,0,99,92,1,6,adding generalized token features
ThunderWeasel,265392ead26787d4f057b44c478af755445a1da3,1533589156,Leonhard Euler,Plain Text,0,79,79,0,0,adding generalized token features
ThunderWeasel,265392ead26787d4f057b44c478af755445a1da3,1533589156,Leonhard Euler,Total,0,178,171,1,6,adding generalized token features
ThunderWeasel,75d00e520cc27b28fff25e3133af50b6a0939832,1533588322,Edsger Dijkstra,Python,0,6,6,0,0,fix integration test
ThunderWeasel,75d00e520cc27b28fff25e3133af50b6a0939832,1533588322,Edsger Dijkstra,Total,0,6,6,0,0,fix integration test
ThunderWeasel,1695fbb4081ea0247fe9056d277756cd65221f53,1533584438,Dennis Ritchie,Python,0,11,9,2,0,fixed a bug where operators with a non zero exit code will be re run
ThunderWeasel,1695fbb4081ea0247fe9056d277756cd65221f53,1533584438,Dennis Ritchie,Plain Text,0,-24,-24,0,0,fixed a bug where operators with a non zero exit code will be re run
ThunderWeasel,1695fbb4081ea0247fe9056d277756cd65221f53,1533584438,Dennis Ritchie,Total,0,-13,-15,2,0,fixed a bug where operators with a non zero exit code will be re run
ThunderWeasel,eff83e44e000bbda8376298751ccae29e43cbee7,1533584367,John Nash,Notebook,1,332,332,0,0,re-adding single url analysis notebook
ThunderWeasel,eff83e44e000bbda8376298751ccae29e43cbee7,1533584367,John Nash,Total,1,332,332,0,0,re-adding single url analysis notebook
ThunderWeasel,73422389cb70df11f58757d8b57c32930abca3ae,1533577950,Edsger Dijkstra,Python,0,9,9,0,0,fix title-target features
ThunderWeasel,73422389cb70df11f58757d8b57c32930abca3ae,1533577950,Edsger Dijkstra,Total,0,9,9,0,0,fix title-target features
ThunderWeasel,fe9bc8b279c1d7a639a8d33f4ae79d1f668c3923,1533577651,John Nash,Notebook,0,-1062,-1062,0,0,updating load_and_analyze NB
ThunderWeasel,fe9bc8b279c1d7a639a8d33f4ae79d1f668c3923,1533577651,John Nash,Total,0,-1062,-1062,0,0,updating load_and_analyze NB
ThunderWeasel,1bc32c0962155935f734c3a393cf6cd464a873a6,1533577044,John Nash,Notebook,0,12,12,0,0,adding tagged_labels
ThunderWeasel,1bc32c0962155935f734c3a393cf6cd464a873a6,1533577044,John Nash,Python,0,23,21,0,2,adding tagged_labels
ThunderWeasel,1bc32c0962155935f734c3a393cf6cd464a873a6,1533577044,John Nash,Total,0,35,33,0,2,adding tagged_labels
ThunderWeasel,64b258b412c779eda2e1f6f565bd19aa3543f5e3,1533576347,John Nash,Notebook,0,36,36,0,0,output all probas
ThunderWeasel,64b258b412c779eda2e1f6f565bd19aa3543f5e3,1533576347,John Nash,Python,0,13,13,0,0,output all probas
ThunderWeasel,64b258b412c779eda2e1f6f565bd19aa3543f5e3,1533576347,John Nash,Total,0,49,49,0,0,output all probas
ThunderWeasel,cd5772ee0e1a9d09f9cda9737086066a9f25b1a4,1533574938,John Nash,Python,0,48,38,5,5,adding logging and feature selection to batch sagemaker
ThunderWeasel,cd5772ee0e1a9d09f9cda9737086066a9f25b1a4,1533574938,John Nash,Total,0,48,38,5,5,adding logging and feature selection to batch sagemaker
ThunderWeasel,5d47294601545a48d998f0ba83ce66e9ede2ba76,1533574499,John Nash,Notebook,0,26,26,0,0,updating notebooks
ThunderWeasel,5d47294601545a48d998f0ba83ce66e9ede2ba76,1533574499,John Nash,Total,0,26,26,0,0,updating notebooks
ThunderWeasel,370191dc4e02175a21c5eb01ea03e6e6ea71f079,1533573859,John Nash,Python,0,17,15,1,1,changes to train.py
ThunderWeasel,370191dc4e02175a21c5eb01ea03e6e6ea71f079,1533573859,John Nash,Total,0,17,15,1,1,changes to train.py
ThunderWeasel,8dbbb62c73e37139eecc441d8c0647ed093fe1e2,1533573273,John Nash,Plain Text,0,-68,-68,0,0,tests
ThunderWeasel,8dbbb62c73e37139eecc441d8c0647ed093fe1e2,1533573273,John Nash,Total,0,-68,-68,0,0,tests
ThunderWeasel,5c89c5c9c7d4d291921a92216e82ecb9b5e35d15,1533573095,John Nash,Notebook,2,378,378,0,0,rest of notebooks
ThunderWeasel,5c89c5c9c7d4d291921a92216e82ecb9b5e35d15,1533573095,John Nash,Total,2,378,378,0,0,rest of notebooks
ThunderWeasel,332740c9eb51177d6b64df6336de005d4989716b,1533572785,John Nash,Notebook,0,18,18,0,0,adding selector to saving
ThunderWeasel,332740c9eb51177d6b64df6336de005d4989716b,1533572785,John Nash,Total,0,18,18,0,0,adding selector to saving
ThunderWeasel,ae44b1d6b7a6c4766e5e778a2f4c82df11a4b8c4,1533572397,John Nash,Notebook,0,-101,-101,0,0,train_sage_part1
ThunderWeasel,ae44b1d6b7a6c4766e5e778a2f4c82df11a4b8c4,1533572397,John Nash,Total,0,-101,-101,0,0,train_sage_part1
ThunderWeasel,18451b33cb34496da1123e0cf6db40150d4c482b,1533570926,John Nash,Python,0,4,3,0,1,changing .model to .modelcache
ThunderWeasel,18451b33cb34496da1123e0cf6db40150d4c482b,1533570926,John Nash,Total,0,4,3,0,1,changing .model to .modelcache
ThunderWeasel,0d702cecdb189828c1eea33e306ee3681ce8eb34,1533313386,Leonhard Euler,Markdown,0,-4,-4,0,0,updated documentation to refer to new phishmonger-worker AMI
ThunderWeasel,0d702cecdb189828c1eea33e306ee3681ce8eb34,1533313386,Leonhard Euler,Total,0,-4,-4,0,0,updated documentation to refer to new phishmonger-worker AMI
ThunderWeasel,2034cfc86fa2eeece7f4355c54780286f9a9c227,1533266052,Edsger Dijkstra,Python,0,2,2,0,0,unit test fixes
ThunderWeasel,2034cfc86fa2eeece7f4355c54780286f9a9c227,1533266052,Edsger Dijkstra,Plain Text,0,1,1,0,0,unit test fixes
ThunderWeasel,2034cfc86fa2eeece7f4355c54780286f9a9c227,1533266052,Edsger Dijkstra,Total,0,3,3,0,0,unit test fixes
ThunderWeasel,3a2a99db64902674ad4df1651e5c243700ac6e87,1533260596,Edsger Dijkstra,Python,0,122,106,0,16,features complete but with bugs
ThunderWeasel,3a2a99db64902674ad4df1651e5c243700ac6e87,1533260596,Edsger Dijkstra,Plain Text,2,200,200,0,0,features complete but with bugs
ThunderWeasel,3a2a99db64902674ad4df1651e5c243700ac6e87,1533260596,Edsger Dijkstra,Total,2,322,306,0,16,features complete but with bugs
ThunderWeasel,c9e888c8edb0ff43311b47e5830f1ac5fb91c5bd,1533247769,Marvin Minsky,Markdown,1,241,241,0,0,Added the ADR documentation around feature/operator handling and code/image promotions
ThunderWeasel,c9e888c8edb0ff43311b47e5830f1ac5fb91c5bd,1533247769,Marvin Minsky,Total,1,241,241,0,0,Added the ADR documentation around feature/operator handling and code/image promotions
ThunderWeasel,02175ec3389ab7109d962d5e9b7c47174030de1e,1533250439,Marvin Minsky,Python,0,47,34,0,13,Added the new rerun command to perch
ThunderWeasel,02175ec3389ab7109d962d5e9b7c47174030de1e,1533250439,Marvin Minsky,Total,0,47,34,0,13,Added the new rerun command to perch
ThunderWeasel,5caf2ab8c6c4edcb89c9ce614b926f232ded8049,1533229151,Marvin Minsky,Markdown,1,115,115,0,0,Added an ADR for deploying a trianed model
ThunderWeasel,5caf2ab8c6c4edcb89c9ce614b926f232ded8049,1533229151,Marvin Minsky,Total,1,115,115,0,0,Added an ADR for deploying a trianed model
ThunderWeasel,8ec990a8df3f5b4b42357ce778f0aad6c3cb2baa,1533247240,Leonhard Euler,Markdown,0,9,9,0,0,updated documentation
ThunderWeasel,8ec990a8df3f5b4b42357ce778f0aad6c3cb2baa,1533247240,Leonhard Euler,Total,0,9,9,0,0,updated documentation
ThunderWeasel,8aeea3a6e4105a018c20ba284b11190934460c88,1533243073,Marvin Minsky,Python,0,3,3,0,0,Fixed a bug where model_info was not being used in reading models from classify_models.txt
ThunderWeasel,8aeea3a6e4105a018c20ba284b11190934460c88,1533243073,Marvin Minsky,Total,0,3,3,0,0,Fixed a bug where model_info was not being used in reading models from classify_models.txt
ThunderWeasel,41286d57dfd7cc26681e03df28cac4f974e8ce00,1533239515,Leonhard Euler,Markdown,0,2,2,0,0,doc update
ThunderWeasel,41286d57dfd7cc26681e03df28cac4f974e8ce00,1533239515,Leonhard Euler,Total,0,2,2,0,0,doc update
ThunderWeasel,f047f2275224862e843c450c9058c35057693f09,1533239010,John von Neumann,Python,0,-1,0,0,-1,test logic change
ThunderWeasel,f047f2275224862e843c450c9058c35057693f09,1533239010,John von Neumann,Total,0,-1,0,0,-1,test logic change
ThunderWeasel,fb9f563e1dadc16f2eea4db424b4cc15efaa4229,1533238337,John von Neumann,Python,0,60,42,0,18,Logic adjustments and tests
ThunderWeasel,fb9f563e1dadc16f2eea4db424b4cc15efaa4229,1533238337,John von Neumann,Plain Text,0,-24,-24,0,0,Logic adjustments and tests
ThunderWeasel,fb9f563e1dadc16f2eea4db424b4cc15efaa4229,1533238337,John von Neumann,Total,0,36,18,0,18,Logic adjustments and tests
ThunderWeasel,a439117fbba2b8470f71b0022377e16c52d235cc,1533237394,Leonhard Euler,Markdown,0,4,4,0,0,adding clarification to doc
ThunderWeasel,a439117fbba2b8470f71b0022377e16c52d235cc,1533237394,Leonhard Euler,Total,0,4,4,0,0,adding clarification to doc
ThunderWeasel,79b633fd3edb50201bcc413a58b0eb75bf5ad858,1533237160,Leonhard Euler,Markdown,0,38,38,0,0,updating documentation; broadening recognition of wetransfer.com sites
ThunderWeasel,79b633fd3edb50201bcc413a58b0eb75bf5ad858,1533237160,Leonhard Euler,Python,0,2,2,0,0,updating documentation; broadening recognition of wetransfer.com sites
ThunderWeasel,79b633fd3edb50201bcc413a58b0eb75bf5ad858,1533237160,Leonhard Euler,Total,0,40,40,0,0,updating documentation; broadening recognition of wetransfer.com sites
ThunderWeasel,7698ed1d72bbade1f954f9492547336943e1d8c1,1533233560,René Descartes,Python,0,-1,-1,0,0,removed print statement from unit test
ThunderWeasel,7698ed1d72bbade1f954f9492547336943e1d8c1,1533233560,René Descartes,Total,0,-1,-1,0,0,removed print statement from unit test
ThunderWeasel,e1d7e159f8c63e12727fc33aabf59df2022a9777,1533233485,Edsger Dijkstra,Python,1,92,74,1,17,checkpoint
ThunderWeasel,e1d7e159f8c63e12727fc33aabf59df2022a9777,1533233485,Edsger Dijkstra,Total,1,92,74,1,17,checkpoint
ThunderWeasel,68a794a83534d3853c34e3d3f68d9633cb91fdea,1533233460,René Descartes,Python,0,-3,-2,0,-1,fixed stale function docs
ThunderWeasel,68a794a83534d3853c34e3d3f68d9633cb91fdea,1533233460,René Descartes,Total,0,-3,-2,0,-1,fixed stale function docs
ThunderWeasel,44d02636e0a7bfe0518f8d617728552ea70fd60e,1533233074,René Descartes,Markdown,0,-1,-1,0,0,"Added normalization to the lexicon lookup, added deception feature, added some more test cases, added lexicon file and readme to repo which I forgot before"
ThunderWeasel,44d02636e0a7bfe0518f8d617728552ea70fd60e,1533233074,René Descartes,Python,1,72,48,0,24,"Added normalization to the lexicon lookup, added deception feature, added some more test cases, added lexicon file and readme to repo which I forgot before"
ThunderWeasel,44d02636e0a7bfe0518f8d617728552ea70fd60e,1533233074,René Descartes,Plain Text,0,-23,-23,0,0,"Added normalization to the lexicon lookup, added deception feature, added some more test cases, added lexicon file and readme to repo which I forgot before"
ThunderWeasel,44d02636e0a7bfe0518f8d617728552ea70fd60e,1533233074,René Descartes,Total,1,48,24,0,24,"Added normalization to the lexicon lookup, added deception feature, added some more test cases, added lexicon file and readme to repo which I forgot before"
ThunderWeasel,714b306f1c8de32d22ef00e01aee31f225833e6a,1533231384,John Nash,Plain Text,0,1,1,0,0,zma: adding model to prod 181
ThunderWeasel,714b306f1c8de32d22ef00e01aee31f225833e6a,1533231384,John Nash,Total,0,1,1,0,0,zma: adding model to prod 181
ThunderWeasel,ef73f3cc93a881aa2ae11d742979288e6d5ed305,1533230839,John Nash,Plain Text,0,3,3,0,0,tests
ThunderWeasel,ef73f3cc93a881aa2ae11d742979288e6d5ed305,1533230839,John Nash,Total,0,3,3,0,0,tests
ThunderWeasel,28fae65804d30526217389fc17466f9eebbbc783,1533230605,John Nash,Python,0,29,22,0,7,adding op (and tests) to detect injected javascript
ThunderWeasel,28fae65804d30526217389fc17466f9eebbbc783,1533230605,John Nash,Total,0,29,22,0,7,adding op (and tests) to detect injected javascript
ThunderWeasel,9291e48f2c6eb5fc53c98e6af0509963f4e01e32,1533223677,Leonhard Euler,Python,0,5,4,1,0,modifying feature ledger transfer from prod to stage to exclude features
ThunderWeasel,9291e48f2c6eb5fc53c98e6af0509963f4e01e32,1533223677,Leonhard Euler,Total,0,5,4,1,0,modifying feature ledger transfer from prod to stage to exclude features
ThunderWeasel,20c8f21adcc85cba37fecf0109b0880781bfa32d,1533169920,René Descartes,Markdown,1,5,5,0,0,"Added homoglyph normalization and deception detection, removed case sensitive matching ability, added BasicMatcher tests. Still need to test a lot more before PR."
ThunderWeasel,20c8f21adcc85cba37fecf0109b0880781bfa32d,1533169920,René Descartes,Python,0,29,9,15,5,"Added homoglyph normalization and deception detection, removed case sensitive matching ability, added BasicMatcher tests. Still need to test a lot more before PR."
ThunderWeasel,20c8f21adcc85cba37fecf0109b0880781bfa32d,1533169920,René Descartes,Plain Text,1,168,168,0,0,"Added homoglyph normalization and deception detection, removed case sensitive matching ability, added BasicMatcher tests. Still need to test a lot more before PR."
ThunderWeasel,20c8f21adcc85cba37fecf0109b0880781bfa32d,1533169920,René Descartes,Total,2,202,182,15,5,"Added homoglyph normalization and deception detection, removed case sensitive matching ability, added BasicMatcher tests. Still need to test a lot more before PR."
ThunderWeasel,d664198029ef4ce9f155e65ed9ff376c864b5919,1533158614,Edsger Dijkstra,Python,0,154,128,0,26,checkpoint
ThunderWeasel,d664198029ef4ce9f155e65ed9ff376c864b5919,1533158614,Edsger Dijkstra,Total,0,154,128,0,26,checkpoint
ThunderWeasel,6e2dae3e59ce1de21be417d314dd793dd364eb7d,1533157965,Ada Lovelace,Plain Text,0,-171,-171,0,0,Fixes to allow PIA to work properly
ThunderWeasel,6e2dae3e59ce1de21be417d314dd793dd364eb7d,1533157965,Ada Lovelace,Total,0,-171,-171,0,0,Fixes to allow PIA to work properly
ThunderWeasel,a7e1ccfbf4c7acc8b3f33d5145b85bb1ab11db05,1533155049,René Descartes,Python,0,3,0,0,3,new version: core_object_html_v2_features
ThunderWeasel,a7e1ccfbf4c7acc8b3f33d5145b85bb1ab11db05,1533155049,René Descartes,Total,0,3,0,0,3,new version: core_object_html_v2_features
ThunderWeasel,7fac611df267bb9849dcf16017d9a86263ad8cf1,1533144142,John von Neumann,Shell,0,4,4,0,0,VPN failures captured
ThunderWeasel,7fac611df267bb9849dcf16017d9a86263ad8cf1,1533144142,John von Neumann,Total,0,4,4,0,0,VPN failures captured
ThunderWeasel,76fdcdd895e88d07a3afcad0661d42c6f1f7b7d7,1533142070,Leonhard Euler,Python,0,3,1,1,1,Have phishmonger skip sampling wetransfer urls
ThunderWeasel,76fdcdd895e88d07a3afcad0661d42c6f1f7b7d7,1533142070,Leonhard Euler,Total,0,3,1,1,1,Have phishmonger skip sampling wetransfer urls
ThunderWeasel,3493cf03660dae0fd5e6933434ff433df795db78,1533135276,René Descartes,Python,0,8,7,0,1,Fixed test case that was not dealing with feature names properly. Changed method name in html_features and added some doc
ThunderWeasel,3493cf03660dae0fd5e6933434ff433df795db78,1533135276,René Descartes,Plain Text,0,1,1,0,0,Fixed test case that was not dealing with feature names properly. Changed method name in html_features and added some doc
ThunderWeasel,3493cf03660dae0fd5e6933434ff433df795db78,1533135276,René Descartes,Total,0,9,8,0,1,Fixed test case that was not dealing with feature names properly. Changed method name in html_features and added some doc
ThunderWeasel,95be4dcc0f99708b6ba61fd5ae3a9e311e60361f,1533057008,Edsger Dijkstra,Python,0,4,4,0,0,add comment
ThunderWeasel,95be4dcc0f99708b6ba61fd5ae3a9e311e60361f,1533057008,Edsger Dijkstra,Total,0,4,4,0,0,add comment
ThunderWeasel,81b105612fa48336660cb1dd72578362bdc2138a,1533055708,Edsger Dijkstra,Python,1,23,14,0,9,add text normalization functiions
ThunderWeasel,81b105612fa48336660cb1dd72578362bdc2138a,1533055708,Edsger Dijkstra,Plain Text,1,1861,1861,0,0,add text normalization functiions
ThunderWeasel,81b105612fa48336660cb1dd72578362bdc2138a,1533055708,Edsger Dijkstra,Total,2,1884,1875,0,9,add text normalization functiions
ThunderWeasel,317accd83901de93fc01c8dd9ced2099caa9c67f,1533049183,René Descartes,Python,0,3,1,0,2,Fixed and ran tests
ThunderWeasel,317accd83901de93fc01c8dd9ced2099caa9c67f,1533049183,René Descartes,Plain Text,0,2,2,0,0,Fixed and ran tests
ThunderWeasel,317accd83901de93fc01c8dd9ced2099caa9c67f,1533049183,René Descartes,Total,0,5,3,0,2,Fixed and ran tests
ThunderWeasel,19cd878ca751b0c4f1568cd840c2323d853883d9,1533048872,René Descartes,Python,2,228,155,11,62,"Added basic lexicon matching and a target lexicon (which must be uploaded to s3, see doc)"
ThunderWeasel,19cd878ca751b0c4f1568cd840c2323d853883d9,1533048872,René Descartes,Plain Text,1,13,13,0,0,"Added basic lexicon matching and a target lexicon (which must be uploaded to s3, see doc)"
ThunderWeasel,19cd878ca751b0c4f1568cd840c2323d853883d9,1533048872,René Descartes,Total,3,241,168,11,62,"Added basic lexicon matching and a target lexicon (which must be uploaded to s3, see doc)"
ThunderWeasel,42955d57398ad96ef76ad2ffb95cdd9556969242,1533002616,Edsger Dijkstra,JavaScript,0,25,17,5,3,handle frames; get text from all embeds; get text by walking dom to avoid element texts not being space-separated
ThunderWeasel,42955d57398ad96ef76ad2ffb95cdd9556969242,1533002616,Edsger Dijkstra,Python,0,5,5,0,0,handle frames; get text from all embeds; get text by walking dom to avoid element texts not being space-separated
ThunderWeasel,42955d57398ad96ef76ad2ffb95cdd9556969242,1533002616,Edsger Dijkstra,Total,0,30,22,5,3,handle frames; get text from all embeds; get text by walking dom to avoid element texts not being space-separated
ThunderWeasel,3372cdafdfe61dbcc96dd66eabb53f280b7942ef,1532984553,Dennis Ritchie,Python,0,5,5,0,0,fixed changes requested by mike
ThunderWeasel,3372cdafdfe61dbcc96dd66eabb53f280b7942ef,1532984553,Dennis Ritchie,Total,0,5,5,0,0,fixed changes requested by mike
ThunderWeasel,a2797300bb687468a647799e92e25ea8e368e2c1,1532983243,Dennis Ritchie,Python,0,13,11,0,2,will always run urls marked a phish
ThunderWeasel,a2797300bb687468a647799e92e25ea8e368e2c1,1532983243,Dennis Ritchie,Total,0,13,11,0,2,will always run urls marked a phish
ThunderWeasel,33783d413383a3806518e0e043f224476b48aa3e,1532981217,Dennis Ritchie,Python,0,1,1,0,0,implemented changes requested by mike
ThunderWeasel,33783d413383a3806518e0e043f224476b48aa3e,1532981217,Dennis Ritchie,Total,0,1,1,0,0,implemented changes requested by mike
ThunderWeasel,01d366288d3d3b60bab1f0f8f26d8786f48d32dd,1532972596,Dennis Ritchie,Python,0,11,8,2,1,run-from-queue can take in a parameter for how old a message can be before just deleting it from the queue and moving on
ThunderWeasel,01d366288d3d3b60bab1f0f8f26d8786f48d32dd,1532972596,Dennis Ritchie,Total,0,11,8,2,1,run-from-queue can take in a parameter for how old a message can be before just deleting it from the queue and moving on
ThunderWeasel,f7a9c7f5f0c94dcc7122a0b396ca5d12b2f21985,1532972407,John Nash,BASH,0,5,4,0,1,Open Kubernetes labeling UI by default in `bin/ui`
ThunderWeasel,f7a9c7f5f0c94dcc7122a0b396ca5d12b2f21985,1532972407,John Nash,Total,0,5,4,0,1,Open Kubernetes labeling UI by default in `bin/ui`
ThunderWeasel,8bfeee09460958ebbc329d6c214087fe47fa102a,1532970517,John Nash,Python,0,1,1,0,0,adding request_timestamp
ThunderWeasel,8bfeee09460958ebbc329d6c214087fe47fa102a,1532970517,John Nash,Total,0,1,1,0,0,adding request_timestamp
ThunderWeasel,5adf04503083ed2c287c5ea3b3e0af8427f91fb0,1532723082,John Nash,Python,0,8,8,0,0,improve logging
ThunderWeasel,5adf04503083ed2c287c5ea3b3e0af8427f91fb0,1532723082,John Nash,Total,0,8,8,0,0,improve logging
ThunderWeasel,daecc5e3615ea09030bfe7f88a743475ce8f8be1,1532722198,John Nash,Python,0,26,21,4,1,adding logging to review-sampler in prod DB
ThunderWeasel,daecc5e3615ea09030bfe7f88a743475ce8f8be1,1532722198,John Nash,Total,0,26,21,4,1,adding logging to review-sampler in prod DB
ThunderWeasel,73fb7267bf1cb2b8b1875415d26dcc6aa176f526,1532720548,Edsger Dijkstra,JavaScript,0,3,2,1,0,dont try to get image rects from non-html frames
ThunderWeasel,73fb7267bf1cb2b8b1875415d26dcc6aa176f526,1532720548,Edsger Dijkstra,Total,0,3,2,1,0,dont try to get image rects from non-html frames
ThunderWeasel,3857ab87957f59fa7c093b38dd5889b40f37f376,1532648094,Edsger Dijkstra,Notebook,1,1795,1795,0,0,add load_and_analyze notebook
ThunderWeasel,3857ab87957f59fa7c093b38dd5889b40f37f376,1532648094,Edsger Dijkstra,Python,0,4,4,0,0,add load_and_analyze notebook
ThunderWeasel,3857ab87957f59fa7c093b38dd5889b40f37f376,1532648094,Edsger Dijkstra,Total,1,1799,1799,0,0,add load_and_analyze notebook
ThunderWeasel,6ef3ed7d58f25220ac74106d95df3c62ae621e29,1532637027,Dennis Ritchie,Dockerfile,1,21,16,2,3,added a java docker image so the ingester could be run in kubernetes
ThunderWeasel,6ef3ed7d58f25220ac74106d95df3c62ae621e29,1532637027,Dennis Ritchie,Total,1,21,16,2,3,added a java docker image so the ingester could be run in kubernetes
ThunderWeasel,dabd9a868d136fe50b37231e81c8466fa932a15f,1532628639,Dennis Ritchie,Python,0,-17,0,-11,-6,removed commented out code
ThunderWeasel,dabd9a868d136fe50b37231e81c8466fa932a15f,1532628639,Dennis Ritchie,Total,0,-17,0,-11,-6,removed commented out code
ThunderWeasel,c80eda8060af56d24c7efbb87bed9fca4f258050,1532628118,Dennis Ritchie,Python,0,18,4,11,3,generates mfa code instead of input from the user
ThunderWeasel,c80eda8060af56d24c7efbb87bed9fca4f258050,1532628118,Dennis Ritchie,Plain Text,0,1,1,0,0,generates mfa code instead of input from the user
ThunderWeasel,c80eda8060af56d24c7efbb87bed9fca4f258050,1532628118,Dennis Ritchie,Total,0,19,5,11,3,generates mfa code instead of input from the user
ThunderWeasel,5db0c355bca874bb5182438d7fbd533d6216cc4e,1532618633,Marvin Minsky,Shell,0,9,5,0,4,Fixed a bug in the model running code where function definitions and executions were swapping parameters
ThunderWeasel,5db0c355bca874bb5182438d7fbd533d6216cc4e,1532618633,Marvin Minsky,Plain Text,0,-30,-30,0,0,Fixed a bug in the model running code where function definitions and executions were swapping parameters
ThunderWeasel,5db0c355bca874bb5182438d7fbd533d6216cc4e,1532618633,Marvin Minsky,Total,0,-21,-25,0,4,Fixed a bug in the model running code where function definitions and executions were swapping parameters
ThunderWeasel,7f22bdc1357c8204efea076b7d7adbbdaf6bbf08,1532612963,John Nash,Python,0,15,11,1,3,adding classifier results to metadata
ThunderWeasel,7f22bdc1357c8204efea076b7d7adbbdaf6bbf08,1532612963,John Nash,Total,0,15,11,1,3,adding classifier results to metadata
ThunderWeasel,d5d3d4836151ebcf5f55bef6257626e10cf54419,1532554446,John Nash,Notebook,-1,-1186,-1186,0,0,new folder with training notebooks
ThunderWeasel,d5d3d4836151ebcf5f55bef6257626e10cf54419,1532554446,John Nash,Total,-1,-1186,-1186,0,0,new folder with training notebooks
ThunderWeasel,e28c6ef9571a866c1c04c4cc8eeaa063388e2082,1532537763,John Nash,Notebook,0,15,15,0,0,random
ThunderWeasel,e28c6ef9571a866c1c04c4cc8eeaa063388e2082,1532537763,John Nash,Total,0,15,15,0,0,random
ThunderWeasel,1056ec269e5600ba3f7eb346222c78f16f0d3cb5,1532450628,Ada Lovelace,Plain Text,0,-743,-743,0,0,Merge branch 'master' into zma/fp_fn_analysis
ThunderWeasel,1056ec269e5600ba3f7eb346222c78f16f0d3cb5,1532450628,Ada Lovelace,Total,0,-743,-743,0,0,Merge branch 'master' into zma/fp_fn_analysis
ThunderWeasel,95a4668f0d43d458a22446e306b3c89eefde5bfc,1532449721,Ada Lovelace,Plain Text,0,-554,-554,0,0,Merge branch 'master' into skoehler/phishmonger-documentation
ThunderWeasel,95a4668f0d43d458a22446e306b3c89eefde5bfc,1532449721,Ada Lovelace,Total,0,-554,-554,0,0,Merge branch 'master' into skoehler/phishmonger-documentation
ThunderWeasel,d982249ced0cd35797f94db223c2abda3859618f,1532446944,John von Neumann,Plain Text,0,3,3,0,0,s3 path added to exceptions list
ThunderWeasel,d982249ced0cd35797f94db223c2abda3859618f,1532446944,John von Neumann,Total,0,3,3,0,0,s3 path added to exceptions list
ThunderWeasel,1d166d43917d3c27d5be11301d3032915a2e06f6,1532446148,John von Neumann,Plain Text,0,-1,-1,0,0,We transfer removed from whitelist
ThunderWeasel,1d166d43917d3c27d5be11301d3032915a2e06f6,1532446148,John von Neumann,Total,0,-1,-1,0,0,We transfer removed from whitelist
ThunderWeasel,6ef40d323d638a6ad735502d72b5c4bf6f339dc4,1532387334,Leonhard Euler,Python,0,43,35,0,8,restoring lost dedupe logic to review-sampler
ThunderWeasel,6ef40d323d638a6ad735502d72b5c4bf6f339dc4,1532387334,Leonhard Euler,Total,0,43,35,0,8,restoring lost dedupe logic to review-sampler
ThunderWeasel,5495d2ab40759a4bcd3bbf58ef24ff3d2455172b,1532131355,John Nash,Python,0,1,1,0,0,adding shap to reqs
ThunderWeasel,5495d2ab40759a4bcd3bbf58ef24ff3d2455172b,1532131355,John Nash,Plain Text,0,1,1,0,0,adding shap to reqs
ThunderWeasel,5495d2ab40759a4bcd3bbf58ef24ff3d2455172b,1532131355,John Nash,Total,0,2,2,0,0,adding shap to reqs
