Repo,CommitHash,TimeStamp,ParentHashMaster,ParentHashBranch,PrMergeDuration
ThunderWeasel,2450c2484465d2917eb32c6832b75dff3e0d8786,1536266488,2450c2484465d2917eb32c6832b75dff3e0d8786,7358f6eecb9565f3abac076f30ca4795e95040e5,93991.0
ThunderWeasel,a0d209e19f7fdaed983470aea14a8be0344bc3b3,1536174209,a0d209e19f7fdaed983470aea14a8be0344bc3b3,7e7e83e90bf262274332b9fc9cf3c0583d19cf8a,701.0
ThunderWeasel,ebbc73047423fb2499db8c55e4ad59b21dec650d,1536173616,ebbc73047423fb2499db8c55e4ad59b21dec650d,9fb008daa1d1e72abd55c8d804ca2e7893a33afc,15728.0
ThunderWeasel,2e5a424de4fdc5cf5c50549380b7a83d6f994904,1536095742,2e5a424de4fdc5cf5c50549380b7a83d6f994904,02758de0fd8e52253f6d7e79953b52539c51c78d,336.0
ThunderWeasel,24f28c5c8287c68d05cdceda95405104395b324c,1536084727,24f28c5c8287c68d05cdceda95405104395b324c,169cc0abaa6d13f99db6958b032350205c791923,3305.0
ThunderWeasel,fc7df3bcfaeb9402cd10b1ee33346aa1364e4c51,1536079731,fc7df3bcfaeb9402cd10b1ee33346aa1364e4c51,c4f1c47f70f2a28d4d4b89bb6c33652f32ec142e,920.0
ThunderWeasel,d3c669d93f33a5e24d75f90ffe570fdd7ca21df0,1536074007,d3c669d93f33a5e24d75f90ffe570fdd7ca21df0,7553f07e230f96fc6a6d5f2e62681443b9ae0829,339149.0
ThunderWeasel,a4bef5ed8c22382b9d8f0c68db30c8ca7f7ae99d,1535655379,a4bef5ed8c22382b9d8f0c68db30c8ca7f7ae99d,9dfd9401f4b86f455c3edc6bc3d9fb93bfb6366c,87.0
ThunderWeasel,906c5a6eaa790754ded0e692a45610134595cebd,1535650918,906c5a6eaa790754ded0e692a45610134595cebd,1fc6f775ef687d846fb3b78ab56959deeacee3d8,145.0
ThunderWeasel,bcdfc897ff2d40e182f10d82c0f65ca3ccc4ddf6,1535649378,bcdfc897ff2d40e182f10d82c0f65ca3ccc4ddf6,e90952c3acb95e356d6b0541d85841016b5f2664,661.0
ThunderWeasel,8342a1c266668650258380e031b0e20a20e21e0c,1535648692,8342a1c266668650258380e031b0e20a20e21e0c,d53b5a4982b63704812b1755a8ccb88ee229c0b4,1196.0
ThunderWeasel,60d2c436ea948d3a4a3855a8aab14ce1cfe367a8,1535580882,60d2c436ea948d3a4a3855a8aab14ce1cfe367a8,83e2f2b99e18495a747dac02199a48b37ea84e79,136.0
ThunderWeasel,2ba58d9c028884053ebf4d7726c2535002bc8bc9,1535569384,2ba58d9c028884053ebf4d7726c2535002bc8bc9,147338b401ad3f2b6e298e1ead05c36c6af1089c,873.0
ThunderWeasel,8b48c69363837e506a79969bcc979b1211ed7fd6,1535566347,8b48c69363837e506a79969bcc979b1211ed7fd6,01d47886ecf764ff05b84e1f6b931c70a744be6e,671.0
ThunderWeasel,91d9c330e90020fa5a1e999ce47e29af8d691bfa,1535564449,91d9c330e90020fa5a1e999ce47e29af8d691bfa,c045ec93e657a427d1f1116110228b5e37efac93,276.0
ThunderWeasel,b57c44b543d1c8b639f5ae702a1c268d8956a692,1535562418,b57c44b543d1c8b639f5ae702a1c268d8956a692,f332786f47a22acbc2d1e9f3db70214fb8464694,19.0
ThunderWeasel,d137cdf577b50bf797756a36536efbe8e2bd8723,1535555213,d137cdf577b50bf797756a36536efbe8e2bd8723,27bd19cda9f26e68dcd64f3aaa1202d4b4becfb9,372.0
ThunderWeasel,d50da3dc544633b425846036effea4b7a09fa1a6,1535554660,d50da3dc544633b425846036effea4b7a09fa1a6,d850ae58b24e134ca3c376c489cabf43e9f8f5e9,59309.0
ThunderWeasel,49abef55023b1a35cfd8caa759b897d9f443d9e5,1535487495,49abef55023b1a35cfd8caa759b897d9f443d9e5,a0b210e76f58936a5c01ebe5a08bb784f7381fe3,1162.0
ThunderWeasel,ddfa6471c3858726bd493599ec1db3f931bdd544,1535476028,ddfa6471c3858726bd493599ec1db3f931bdd544,f69e238fcc5cab3336a275cdee5e60a4965b6995,83324.0
ThunderWeasel,703309471ecf03ef2635780bffc6bd72f1695119,1535405620,703309471ecf03ef2635780bffc6bd72f1695119,cdd45ac601a3629af451507d6ff362ce5587ad5e,343243.0
ThunderWeasel,ceb54862605066bb0b8d9dace5fb89d9662c1e12,1535396725,ceb54862605066bb0b8d9dace5fb89d9662c1e12,36bd396e053abff78fef1451f30e06866b23c2b0,143.0
ThunderWeasel,749ad049472b0b21d2e04639b87849cbaca4f4ef,1535235713,749ad049472b0b21d2e04639b87849cbaca4f4ef,beaef281eea92b59cc12f914c9f64c7f8ce2dc41,78677.0
ThunderWeasel,bce4a7f86f38e1b4fed4e016a64afd2cc5bc5d7a,1535065694,bce4a7f86f38e1b4fed4e016a64afd2cc5bc5d7a,ca010e87be44a55608a2c5ed9bf9c83af84b25d5,919.0
ThunderWeasel,e2cc813d8b8cd0ba12508036b77e4501519783f5,1535056203,e2cc813d8b8cd0ba12508036b77e4501519783f5,9dac9ce0fea60ef339ae732525640384bb32e957,492.0
ThunderWeasel,6058aff2b8cecd095cbbe4b960465e98edbde8dd,1535040835,6058aff2b8cecd095cbbe4b960465e98edbde8dd,2220898692146793da3404b71ac2c534cbf8ca4d,146122.0
ThunderWeasel,3441dc14674a0f42d3527a2228535683b4e48775,1535033444,3441dc14674a0f42d3527a2228535683b4e48775,6e02e90e834db7c24a261773fb05fbf551e7c5e4,1494.0
ThunderWeasel,3cb18d5f98c77aaac3e95fdc1598ae66bdaddeb2,1534976981,3cb18d5f98c77aaac3e95fdc1598ae66bdaddeb2,3adcb09bb2118b6fe878f89014dc0e729a59a77f,366691.0
ThunderWeasel,b45ba255d417990bb8143ae299171b7e35c291eb,1534976796,b45ba255d417990bb8143ae299171b7e35c291eb,9fbefd4c6470919546780133e758d5c0c8ffe90e,198.0
ThunderWeasel,221e83d33c23630d3c82f364f1bc244cbb63a21f,1534968235,221e83d33c23630d3c82f364f1bc244cbb63a21f,ca5d4f74284f5b5942aca7d547b6065fde26cbc5,88192.0
ThunderWeasel,2a852f5444209ff68fbcf622ff70793045834c2e,1534787444,2a852f5444209ff68fbcf622ff70793045834c2e,fdf822596e33c9d4478b4cefdedce311f72e0aa8,524362.0
ThunderWeasel,29edc8c3da5124f2738c993ca0aaa5bb127cb892,1534538070,29edc8c3da5124f2738c993ca0aaa5bb127cb892,e530917e44ff0c6c0827dc702c4eac756e4e779b,2322.0
ThunderWeasel,a3d3952d0f5989f4e341ba3aff2e0f88ad292264,1534538040,a3d3952d0f5989f4e341ba3aff2e0f88ad292264,fcfbc538b59ba8469df4949dd6617bb111902119,91785.0
ThunderWeasel,e14cfe3fee60a5a020b2c7928a156e735b045bf0,1534537584,e14cfe3fee60a5a020b2c7928a156e735b045bf0,f3c7dd2cb1012aba0f74de47b0d69d506ca1e2fc,151927.0
ThunderWeasel,b3ff577be81f2d4a07bfeb2c27b4d475c899579e,1534529923,b3ff577be81f2d4a07bfeb2c27b4d475c899579e,1663c6705d5b41cfe37afde6e238cac63ca9be89,173915.0
ThunderWeasel,733981f56c992fa3ff35f85b4b2de37799e34009,1534460860,733981f56c992fa3ff35f85b4b2de37799e34009,12637cae9db1521f5addd0f42ba6a17859d92af3,484.0
ThunderWeasel,166830b8ead56f238b3ca1617a5631b668a7824a,1534459712,166830b8ead56f238b3ca1617a5631b668a7824a,4a3a68b56c0181998e3c5ae920de117cacd4f37e,755.0
ThunderWeasel,3c1bf2e8e1219299874d474dd676381f3c8329ef,1534360657,3c1bf2e8e1219299874d474dd676381f3c8329ef,0f088d3b10e24a26434a05556a70b4fac202539d,7696.0
ThunderWeasel,95ad7a931836d5b4fc839479d056e31bb7e98b9c,1534360326,95ad7a931836d5b4fc839479d056e31bb7e98b9c,7934150588d5e179924324d9a0f6e77b9754d7bd,88369.0
ThunderWeasel,2c5db34cc1913c157271eebda1d90dd1fb09f8eb,1534171112,2c5db34cc1913c157271eebda1d90dd1fb09f8eb,ece6bea694ceb6e1d6163ae6dc08cd8cf5d2e1c0,614.0
ThunderWeasel,5cdfe57f715511654ef243b24cf31ee6412efedf,1533942657,5cdfe57f715511654ef243b24cf31ee6412efedf,ca620988fe653c458a0f51ddb16385e7bcdce16d,173666.0
ThunderWeasel,05a54b2c0b8fab1aff358c8d3d2b183dafa8d80e,1533920635,05a54b2c0b8fab1aff358c8d3d2b183dafa8d80e,fc10022d2222ccf103da59d5e5d0ef8644fc7831,1579.0
ThunderWeasel,7eab9d7585093f3fee2ca1d73c8ffb44b304d6dc,1533920624,7eab9d7585093f3fee2ca1d73c8ffb44b304d6dc,8076ee217cc9822377fc07016cd5d591b200b0c2,79418.0
ThunderWeasel,152fd84c5be476d7ffa32646869ab561ac9031ca,1533920482,152fd84c5be476d7ffa32646869ab561ac9031ca,0296fb3dc0d75633c49646805d2160da3c71f24f,3523.0
ThunderWeasel,42a07cce781d4b3dd2f5568aaaaa15cc1dda70cd,1533855494,42a07cce781d4b3dd2f5568aaaaa15cc1dda70cd,e0e0b86e646b4b9dbeac9d743626a49238b34a9e,239.0
ThunderWeasel,ee8730bf21122e2900f5bcfc708c9a2d68c7db65,1533846705,ee8730bf21122e2900f5bcfc708c9a2d68c7db65,5b6d2226a29aa2b7a19723319c754ebc870061bc,98.0
ThunderWeasel,6d21b06f74f2a51bf20bda1485b40bfd13021cdc,1533838331,6d21b06f74f2a51bf20bda1485b40bfd13021cdc,057a08682a722097641af382197cf6be0fc3077e,2543.0
ThunderWeasel,fd82d91a2584372be90c56b54fb959aefa29ba26,1533828427,fd82d91a2584372be90c56b54fb959aefa29ba26,4c845f91e7c8eb4fe11e90894d6335c2f6b92f9d,88923.0
ThunderWeasel,afd6881f4f721bd0ecb301507036a6dcbda11a03,1533827205,afd6881f4f721bd0ecb301507036a6dcbda11a03,94e44f85773f7812489e09a30d4cf10b94674299,147621.0
ThunderWeasel,be015cafc040726e164696716914903889f6cf57,1533826947,be015cafc040726e164696716914903889f6cf57,aec354e9a3973bf5994c7edb843db294f876f62a,172.0
ThunderWeasel,fb5341bd8bb256eb6c50a4016b2c1a02e17a5821,1533773152,fb5341bd8bb256eb6c50a4016b2c1a02e17a5821,0f890f17a981bf0ff13831c7503ca6d3e118b105,587.0
ThunderWeasel,b1b31e66d1c2c8783cd586e65a1f62f831aafa24,1533755476,b1b31e66d1c2c8783cd586e65a1f62f831aafa24,6f00a30063195dc08a43556d379e3d8e8456f25f,517.0
ThunderWeasel,a55b7d4b46610f8a124308a6e313727cd0950066,1533746292,a55b7d4b46610f8a124308a6e313727cd0950066,5c75e1e3df552ecb4d382cc7853257cb98e29157,65594.0
ThunderWeasel,1bf10b5cecb4efd81d710f5f6f39ef1f5c4ed9c6,1533682948,1bf10b5cecb4efd81d710f5f6f39ef1f5c4ed9c6,7d3cfd85a0e269f5a74d9155f18ab04457d0e131,15395.0
ThunderWeasel,1c0989f15332137df928c477acd8d93a523c3471,1533682915,1c0989f15332137df928c477acd8d93a523c3471,1eece6d05d4e2e1eaea3d3cf2a557976445db59f,13159.0
ThunderWeasel,876e2de0fef4acec32208de0e3d6481e1a831d24,1533677832,876e2de0fef4acec32208de0e3d6481e1a831d24,f47f8785dd780796b60d7c99f824e04a28684e0c,77.0
ThunderWeasel,fda21dd3e16bc3c629b5a01089bc4bed0b928698,1533676673,fda21dd3e16bc3c629b5a01089bc4bed0b928698,a7f2fe75f330470b7753755db0abccb44c1dc594,159.0
ThunderWeasel,292ae9ffaea107aa914fd9d36395c240cae99ca1,1533658591,292ae9ffaea107aa914fd9d36395c240cae99ca1,85180bc7b598373ae9f0fb2f2e12a140b44a579b,3829.0
ThunderWeasel,92620800f1591a8b2224371067434e91b672c748,1533591107,92620800f1591a8b2224371067434e91b672c748,2dc797573822169ef040c87e610c7068a2d438ac,192.0
ThunderWeasel,8193ed6a698277d1fc21da837b84bf3c1aea2219,1533588959,8193ed6a698277d1fc21da837b84bf3c1aea2219,75d00e520cc27b28fff25e3133af50b6a0939832,637.0
ThunderWeasel,0e6e24eb8ad9728cd3b844577a52ca781a6bced9,1533586506,0e6e24eb8ad9728cd3b844577a52ca781a6bced9,1695fbb4081ea0247fe9056d277756cd65221f53,2068.0
ThunderWeasel,ce4bdef72a6d8ffd50cbbd75a5d93b54f29dd262,1533586331,ce4bdef72a6d8ffd50cbbd75a5d93b54f29dd262,c9e888c8edb0ff43311b47e5830f1ac5fb91c5bd,338562.0
ThunderWeasel,519823b061090626c0f9b607c92a0bc512286b80,1533583135,519823b061090626c0f9b607c92a0bc512286b80,b9fd709749e5a80b2f3bc0bd3425d01cfd2f543e,4066.0
ThunderWeasel,b209fbc688ee276c3a0e9e223aed8c974de273d5,1533582628,b209fbc688ee276c3a0e9e223aed8c974de273d5,bf510e6ec10174e32d53a67415085426c76f83bf,3341.0
ThunderWeasel,5fddbee9d9e39bc384956978748f97f8ae7813f7,1533577963,5fddbee9d9e39bc384956978748f97f8ae7813f7,cd5772ee0e1a9d09f9cda9737086066a9f25b1a4,3025.0
ThunderWeasel,92ec3574384611bfa371bbb0990d7e586ef8565e,1533577858,92ec3574384611bfa371bbb0990d7e586ef8565e,4036ca57381dec5fc25768a4c0a24cdafceced8b,2284.0
ThunderWeasel,56b0038e226aa0cb376641d22c3290695c12b51c,1533577768,56b0038e226aa0cb376641d22c3290695c12b51c,621af1d95c43dabe78e0a780b387182cd08b29a3,2228.0
ThunderWeasel,5412f4e2a0b14e0c8752a6c85ef03111d0c99d6e,1533313921,5412f4e2a0b14e0c8752a6c85ef03111d0c99d6e,0d702cecdb189828c1eea33e306ee3681ce8eb34,535.0
ThunderWeasel,5c72a0e976b344ab84985846b036adfa1783ac9e,1533308707,5c72a0e976b344ab84985846b036adfa1783ac9e,02175ec3389ab7109d962d5e9b7c47174030de1e,58268.0
ThunderWeasel,0bc48c4156dc2b1cc8f5f52e3780db2b4cd450aa,1533299173,0bc48c4156dc2b1cc8f5f52e3780db2b4cd450aa,2034cfc86fa2eeece7f4355c54780286f9a9c227,33121.0
ThunderWeasel,eb94c6745c4a815177ec41ea255525f8db8250d9,1533249430,eb94c6745c4a815177ec41ea255525f8db8250d9,3857ab87957f59fa7c093b38dd5889b40f37f376,601336.0
ThunderWeasel,ed125c5b3aef0b81a16e98bad6c86ff7142cc171,1533249423,ed125c5b3aef0b81a16e98bad6c86ff7142cc171,8ec990a8df3f5b4b42357ce778f0aad6c3cb2baa,2183.0
ThunderWeasel,acfb41440857b2d7b66026be97b78e4f3cc10506,1533249408,acfb41440857b2d7b66026be97b78e4f3cc10506,9291e48f2c6eb5fc53c98e6af0509963f4e01e32,25731.0
ThunderWeasel,cc6964963d5bf99a71372caa0e0b674937dd364b,1533249390,cc6964963d5bf99a71372caa0e0b674937dd364b,7698ed1d72bbade1f954f9492547336943e1d8c1,15830.0
ThunderWeasel,6f88dd46988b3a9a942558c7cfecc9903cd87428,1533249376,6f88dd46988b3a9a942558c7cfecc9903cd87428,ef73f3cc93a881aa2ae11d742979288e6d5ed305,18537.0
ThunderWeasel,4988433551e3124485aa450769db1c2877aba139,1533249179,4988433551e3124485aa450769db1c2877aba139,f047f2275224862e843c450c9058c35057693f09,10169.0
ThunderWeasel,5f625f745fffaa0743d1cd69477bf8b32647664b,1533248955,5f625f745fffaa0743d1cd69477bf8b32647664b,714b306f1c8de32d22ef00e01aee31f225833e6a,17571.0
ThunderWeasel,9a24e580f4fbb762d255cdf483bf7068cbdd67bb,1533248663,9a24e580f4fbb762d255cdf483bf7068cbdd67bb,5caf2ab8c6c4edcb89c9ce614b926f232ded8049,19512.0
ThunderWeasel,6702104609a2a0305eacd1c8c06d3d0691a8d4d8,1533247991,6702104609a2a0305eacd1c8c06d3d0691a8d4d8,8aeea3a6e4105a018c20ba284b11190934460c88,4918.0
ThunderWeasel,1e10ba4577de246a6433b00c0f8be4c3f43eafd9,1533158697,1e10ba4577de246a6433b00c0f8be4c3f43eafd9,76fdcdd895e88d07a3afcad0661d42c6f1f7b7d7,16627.0
ThunderWeasel,d7647704cdf945e4f6f480158472f1d22602b289,1533158156,d7647704cdf945e4f6f480158472f1d22602b289,a7e1ccfbf4c7acc8b3f33d5145b85bb1ab11db05,3107.0
ThunderWeasel,097c8cd2b6925ef5f9f8f89bd67b427d2cca7ae4,1533158105,097c8cd2b6925ef5f9f8f89bd67b427d2cca7ae4,6e2dae3e59ce1de21be417d314dd793dd364eb7d,140.0
ThunderWeasel,ab8528f46dfcac63ba2f2ee4812f742cbf2b9383,1533149096,ab8528f46dfcac63ba2f2ee4812f742cbf2b9383,7fac611df267bb9849dcf16017d9a86263ad8cf1,4954.0
ThunderWeasel,feb703263e561e112fea732a2ebdc785a7595e2b,1533135376,feb703263e561e112fea732a2ebdc785a7595e2b,3493cf03660dae0fd5e6933434ff433df795db78,100.0
ThunderWeasel,b7c54d1380a40e9d53b4924a8781d42e14e4e46e,1533129069,b7c54d1380a40e9d53b4924a8781d42e14e4e46e,003d67b99f3877ea87f5e9440c4082b89ba879a4,126020.0
ThunderWeasel,bd02afaa5521cbd8cf8aadc16f7bcf4fc59c4255,1533128932,bd02afaa5521cbd8cf8aadc16f7bcf4fc59c4255,e7a7d3ee811fcecdfdc3cabbfeaecd1a229194e2,71804.0
ThunderWeasel,7dc2d564b95172fd7396d6395500993054097e83,1533055776,7dc2d564b95172fd7396d6395500993054097e83,8bfeee09460958ebbc329d6c214087fe47fa102a,85259.0
ThunderWeasel,4454d340009f5602259cdc343c23cc74f047d3f7,1532985269,4454d340009f5602259cdc343c23cc74f047d3f7,3372cdafdfe61dbcc96dd66eabb53f280b7942ef,716.0
ThunderWeasel,10bb6e1d90ff59fc87bad91736a08e7c36094886,1532972451,10bb6e1d90ff59fc87bad91736a08e7c36094886,f7a9c7f5f0c94dcc7122a0b396ca5d12b2f21985,44.0
ThunderWeasel,480e60ddbde0483feb869ff4fa019cf9e64edbe3,1532713873,480e60ddbde0483feb869ff4fa019cf9e64edbe3,7f22bdc1357c8204efea076b7d7adbbdaf6bbf08,100910.0
ThunderWeasel,4be646da8c79c7b9080cb8dbcff2ad875c747282,1532710810,4be646da8c79c7b9080cb8dbcff2ad875c747282,8288c0026a02cac515e4829cc665a912e873c5b0,81429.0
ThunderWeasel,11fe215d5d6176a0b36a5a98e683ce3ca5e8c93b,1532699929,11fe215d5d6176a0b36a5a98e683ce3ca5e8c93b,6ef3ed7d58f25220ac74106d95df3c62ae621e29,62902.0
ThunderWeasel,81956f6366a2d14a86bedd92235d1fe1640f5160,1532628673,81956f6366a2d14a86bedd92235d1fe1640f5160,dabd9a868d136fe50b37231e81c8466fa932a15f,34.0
ThunderWeasel,0cadcadaf569266724fba2d9c7825d7de07f8c7f,1532621355,0cadcadaf569266724fba2d9c7825d7de07f8c7f,5db0c355bca874bb5182438d7fbd533d6216cc4e,2722.0
ThunderWeasel,b150a293d35fddf192b107fd923f9a2646a38c31,1532615108,b150a293d35fddf192b107fd923f9a2646a38c31,44735c60d16adafdaccdb561f465c77e20134139,4621.0
ThunderWeasel,0f16107a1d7e4feec5a78bfeac83346a21b291d4,1532535838,0f16107a1d7e4feec5a78bfeac83346a21b291d4,01417789d83b0ba8361faac9ddb03b1859a7d799,23.0
ThunderWeasel,e39dcebd471a986bccee80cd691c3ddf816cf2a7,1532450657,e39dcebd471a986bccee80cd691c3ddf816cf2a7,1056ec269e5600ba3f7eb346222c78f16f0d3cb5,29.0
ThunderWeasel,c0679f2201ef14ba95c3a54b732b3342edd7a5d7,1532450013,c0679f2201ef14ba95c3a54b732b3342edd7a5d7,80831a1577631798561f77a36b21162abc2043b7,51.0
ThunderWeasel,40f8707ddffbfc2b61936839ca0857e21f01ec53,1532449776,40f8707ddffbfc2b61936839ca0857e21f01ec53,95a4668f0d43d458a22446e306b3c89eefde5bfc,55.0
ThunderWeasel,ebbcc5e0c8a4e0a8d1b6511e421b056e2efc1c35,1532448581,ebbcc5e0c8a4e0a8d1b6511e421b056e2efc1c35,2f4224410d495064b00379e347ccc9fdb9a84a99,323622.0
ThunderWeasel,e2436b894dc304f794a7d2ec7fdeadc5e5ba3d34,1532448571,e2436b894dc304f794a7d2ec7fdeadc5e5ba3d34,cbbea1e91da407b323959cc34a726457df0e0fd5,329978.0
ThunderWeasel,e9fa2432c9678c29aa19631cdcfd1eee1b03ccb6,1532448549,e9fa2432c9678c29aa19631cdcfd1eee1b03ccb6,160b6d7530cc280d722df6c30a657527ae89f03f,336568.0
ThunderWeasel,8768601fa20f71bdb7c50af61bfdcce1479509e9,1532448540,8768601fa20f71bdb7c50af61bfdcce1479509e9,83090d2507febb3a3f73e39faa9377b4498e9dc1,349383.0
ThunderWeasel,f6599e78925c67cc1b602cbce95e2494bfb645fc,1532448527,f6599e78925c67cc1b602cbce95e2494bfb645fc,9e11517ba91a69518e2d0aa41dcaae615f485516,412860.0
ThunderWeasel,8cb769a60e6e1b1fab2bc86d1bd9949b73786cc2,1532447624,8cb769a60e6e1b1fab2bc86d1bd9949b73786cc2,d982249ced0cd35797f94db223c2abda3859618f,680.0
ThunderWeasel,5ee3e3cf8f5e0647eef0dc4435c46b5cfecd84c3,1532441279,5ee3e3cf8f5e0647eef0dc4435c46b5cfecd84c3,66db4ad04ed21b7866ed0c58368b5c15e88b4e8c,501.0
ThunderWeasel,ea5aafc107119a442983caacac315fcd52d8527d,1532114941,ea5aafc107119a442983caacac315fcd52d8527d,eaa7d6da03760db13fde6f99303af518af30598d,1054.0
